source_row,country,stream_id,period_start,period_end,reason,source_provisional
1412,LBN,3c1f8d84c35f92a69284,2025-04-07,2025-04-13,low_testing,True
1413,LBN,3c1f8d84c35f92a69284,2025-04-14,2025-04-20,low_testing,True
1414,LBN,3c1f8d84c35f92a69284,2025-04-21,2025-04-27,low_testing,True
1415,LBN,3c1f8d84c35f92a69284,2025-04-28,2025-05-04,low_testing,True
1416,LBN,3c1f8d84c35f92a69284,2025-05-26,2025-06-01,low_testing,True
1417,LBN,3c1f8d84c35f92a69284,2025-08-25,2025-08-31,low_testing,True
1418,LBN,3c1f8d84c35f92a69284,2025-10-27,2025-11-02,low_testing,True
1419,LBN,3c1f8d84c35f92a69284,2025-11-03,2025-11-09,low_testing,True
1420,LBN,3c1f8d84c35f92a69284,2025-11-10,2025-11-16,low_testing,True
1421,LBN,3c1f8d84c35f92a69284,2025-11-17,2025-11-23,low_testing,True
1422,LBN,3c1f8d84c35f92a69284,2025-11-24,2025-11-30,low_testing,True
1423,LBN,3c1f8d84c35f92a69284,2025-12-01,2025-12-07,low_testing,True
1424,LBN,3c1f8d84c35f92a69284,2025-12-08,2025-12-14,low_testing,True
1425,LBN,3c1f8d84c35f92a69284,2025-12-15,2025-12-21,low_testing,True
1426,LBN,3c1f8d84c35f92a69284,2025-12-22,2025-12-28,eligible,True
1427,LBN,3c1f8d84c35f92a69284,2025-12-29,2026-01-04,eligible,True
1428,LBN,3c1f8d84c35f92a69284,2026-01-05,2026-01-11,low_testing,True
1429,LBN,3c1f8d84c35f92a69284,2026-01-12,2026-01-18,low_testing,True
1430,LBN,3c1f8d84c35f92a69284,2026-01-19,2026-01-25,low_testing,True
1431,LBN,3c1f8d84c35f92a69284,2026-01-26,2026-02-01,low_testing,True
1432,LBN,3c1f8d84c35f92a69284,2026-02-02,2026-02-08,low_testing,True
1433,LBN,3c1f8d84c35f92a69284,2026-02-16,2026-02-22,low_testing,True
1434,LBN,3c1f8d84c35f92a69284,2026-02-23,2026-03-01,low_testing,True
1435,LBN,3c1f8d84c35f92a69284,2026-07-06,2026-07-12,low_testing,True
1436,PSE,877a128da6a13a050a0d,2017-01-02,2017-01-08,low_testing,True
1437,PSE,877a128da6a13a050a0d,2017-01-09,2017-01-15,low_testing,True
1438,PSE,877a128da6a13a050a0d,2017-01-16,2017-01-22,low_testing,True
1439,PSE,877a128da6a13a050a0d,2017-01-23,2017-01-29,low_testing,True
1440,PSE,877a128da6a13a050a0d,2017-09-25,2017-10-01,low_testing,True
1441,PSE,877a128da6a13a050a0d,2017-11-27,2017-12-03,low_testing,True
1442,PSE,877a128da6a13a050a0d,2017-12-04,2017-12-10,low_testing,True
1443,PSE,877a128da6a13a050a0d,2017-12-11,2017-12-17,low_testing,True
1444,PSE,877a128da6a13a050a0d,2017-12-18,2017-12-24,low_testing,True
1445,PSE,877a128da6a13a050a0d,2017-12-25,2017-12-31,eligible,True
1446,PSE,877a128da6a13a050a0d,2018-01-01,2018-01-07,eligible,True
1447,PSE,877a128da6a13a050a0d,2018-01-08,2018-01-14,eligible,True
1448,PSE,877a128da6a13a050a0d,2018-01-15,2018-01-21,eligible,True
1449,PSE,877a128da6a13a050a0d,2018-01-22,2018-01-28,low_testing,True
1450,PSE,877a128da6a13a050a0d,2018-01-29,2018-02-04,low_testing,True
1451,PSE,877a128da6a13a050a0d,2018-02-05,2018-02-11,low_testing,True
1452,PSE,877a128da6a13a050a0d,2018-02-19,2018-02-25,low_testing,True
1453,PSE,877a128da6a13a050a0d,2018-02-26,2018-03-04,low_testing,True
1454,PSE,877a128da6a13a050a0d,2018-03-05,2018-03-11,low_testing,True
1455,PSE,877a128da6a13a050a0d,2018-03-12,2018-03-18,low_testing,True
1456,PSE,877a128da6a13a050a0d,2018-03-19,2018-03-25,low_testing,True
1457,PSE,877a128da6a13a050a0d,2018-03-26,2018-04-01,low_testing,True
1458,PSE,877a128da6a13a050a0d,2018-04-02,2018-04-08,low_testing,True
1459,PSE,877a128da6a13a050a0d,2018-04-09,2018-04-15,low_testing,True
1460,PSE,877a128da6a13a050a0d,2018-04-16,2018-04-22,low_testing,True
1461,PSE,877a128da6a13a050a0d,2018-04-23,2018-04-29,low_testing,True
1462,PSE,877a128da6a13a050a0d,2018-04-30,2018-05-06,low_testing,True
1463,PSE,877a128da6a13a050a0d,2018-05-07,2018-05-13,low_testing,True
1464,PSE,877a128da6a13a050a0d,2018-11-05,2018-11-11,low_testing,True
1465,PSE,877a128da6a13a050a0d,2018-11-12,2018-11-18,low_testing,True
1466,PSE,877a128da6a13a050a0d,2018-11-19,2018-11-25,low_testing,True
1467,PSE,877a128da6a13a050a0d,2018-11-26,2018-12-02,low_testing,True
1468,PSE,877a128da6a13a050a0d,2018-12-03,2018-12-09,low_testing,True
1469,PSE,877a128da6a13a050a0d,2018-12-10,2018-12-16,low_testing,True
1470,PSE,877a128da6a13a050a0d,2018-12-17,2018-12-23,eligible,True
1471,PSE,877a128da6a13a050a0d,2018-12-24,2018-12-30,eligible,True
1472,PSE,877a128da6a13a050a0d,2018-12-31,2019-01-06,eligible,True
1473,PSE,877a128da6a13a050a0d,2019-01-07,2019-01-13,eligible,True
1474,PSE,877a128da6a13a050a0d,2019-01-14,2019-01-20,eligible,True
1475,PSE,877a128da6a13a050a0d,2019-01-21,2019-01-27,eligible,True
1476,PSE,877a128da6a13a050a0d,2019-01-28,2019-02-03,eligible,True
1477,PSE,877a128da6a13a050a0d,2019-02-04,2019-02-10,eligible,True
1478,PSE,877a128da6a13a050a0d,2019-02-11,2019-02-17,eligible,True
1479,PSE,877a128da6a13a050a0d,2019-02-18,2019-02-24,eligible,True
1480,PSE,877a128da6a13a050a0d,2019-02-25,2019-03-03,eligible,True
1481,PSE,877a128da6a13a050a0d,2019-03-04,2019-03-10,low_testing,True
1482,PSE,877a128da6a13a050a0d,2019-03-11,2019-03-17,eligible,True
1483,PSE,877a128da6a13a050a0d,2019-03-18,2019-03-24,low_testing,True
1484,PSE,877a128da6a13a050a0d,2019-03-25,2019-03-31,low_testing,True
1485,PSE,877a128da6a13a050a0d,2019-04-01,2019-04-07,low_testing,True
1486,PSE,877a128da6a13a050a0d,2019-04-08,2019-04-14,low_testing,True
1487,PSE,877a128da6a13a050a0d,2019-04-15,2019-04-21,low_testing,True
1488,PSE,877a128da6a13a050a0d,2019-11-04,2019-11-10,low_testing,True
1489,PSE,877a128da6a13a050a0d,2019-11-18,2019-11-24,low_testing,True
1490,PSE,877a128da6a13a050a0d,2019-11-25,2019-12-01,low_testing,True
1491,PSE,877a128da6a13a050a0d,2019-12-02,2019-12-08,low_testing,True
1492,PSE,877a128da6a13a050a0d,2019-12-09,2019-12-15,low_testing,True
1493,PSE,877a128da6a13a050a0d,2019-12-16,2019-12-22,eligible,True
1494,PSE,877a128da6a13a050a0d,2019-12-23,2019-12-29,eligible,True
1495,PSE,877a128da6a13a050a0d,2019-12-30,2020-01-05,low_testing,True
1496,PSE,877a128da6a13a050a0d,2020-01-06,2020-01-12,eligible,True
1497,PSE,877a128da6a13a050a0d,2020-01-13,2020-01-19,eligible,True
1498,PSE,877a128da6a13a050a0d,2020-01-20,2020-01-26,eligible,True
1499,PSE,877a128da6a13a050a0d,2020-01-27,2020-02-02,eligible,True
1500,PSE,877a128da6a13a050a0d,2020-02-03,2020-02-09,eligible,True
1501,PSE,877a128da6a13a050a0d,2020-02-10,2020-02-16,eligible,True
1502,PSE,877a128da6a13a050a0d,2020-02-17,2020-02-23,eligible,True
1503,PSE,877a128da6a13a050a0d,2020-02-24,2020-03-01,eligible,True
1504,PSE,877a128da6a13a050a0d,2020-03-02,2020-03-08,eligible,True
1505,PSE,877a128da6a13a050a0d,2021-12-20,2021-12-26,low_testing,True
1506,PSE,877a128da6a13a050a0d,2022-01-10,2022-01-16,low_testing,True
1507,PSE,877a128da6a13a050a0d,2022-05-09,2022-05-15,low_testing,True
1508,PSE,877a128da6a13a050a0d,2022-09-26,2022-10-02,low_testing,True
1509,PSE,877a128da6a13a050a0d,2022-10-03,2022-10-09,low_testing,True
1510,PSE,877a128da6a13a050a0d,2022-10-17,2022-10-23,low_testing,True
1511,PSE,877a128da6a13a050a0d,2022-10-24,2022-10-30,low_testing,True
1512,PSE,877a128da6a13a050a0d,2022-10-31,2022-11-06,low_testing,True
1513,PSE,877a128da6a13a050a0d,2022-11-07,2022-11-13,low_testing,True
1514,PSE,877a128da6a13a050a0d,2022-11-14,2022-11-20,low_testing,True
1515,PSE,877a128da6a13a050a0d,2022-11-21,2022-11-27,eligible,True
1516,PSE,877a128da6a13a050a0d,2022-11-28,2022-12-04,eligible,True
1517,PSE,877a128da6a13a050a0d,2022-12-05,2022-12-11,eligible,True
1518,PSE,877a128da6a13a050a0d,2022-12-12,2022-12-18,eligible,True
1519,PSE,877a128da6a13a050a0d,2022-12-19,2022-12-25,eligible,True
1520,PSE,877a128da6a13a050a0d,2022-12-26,2023-01-01,low_testing,True
1521,PSE,877a128da6a13a050a0d,2023-01-02,2023-01-08,low_testing,True
1522,PSE,877a128da6a13a050a0d,2023-01-09,2023-01-15,eligible,True
1523,PSE,877a128da6a13a050a0d,2023-01-16,2023-01-22,eligible,True
1524,PSE,877a128da6a13a050a0d,2023-01-23,2023-01-29,low_testing,True
1525,PSE,877a128da6a13a050a0d,2023-01-30,2023-02-05,low_testing,True
1526,PSE,877a128da6a13a050a0d,2023-02-06,2023-02-12,low_testing,True
1527,PSE,877a128da6a13a050a0d,2023-02-13,2023-02-19,low_testing,True
1528,PSE,877a128da6a13a050a0d,2023-02-20,2023-02-26,low_testing,True
1529,PSE,877a128da6a13a050a0d,2023-02-27,2023-03-05,low_testing,True
1530,PSE,877a128da6a13a050a0d,2023-03-06,2023-03-12,low_testing,True
1531,PSE,877a128da6a13a050a0d,2023-03-13,2023-03-19,low_testing,True
1532,PSE,877a128da6a13a050a0d,2023-03-20,2023-03-26,low_testing,True
1533,PSE,877a128da6a13a050a0d,2023-03-27,2023-04-02,low_testing,True
1534,PSE,877a128da6a13a050a0d,2023-04-17,2023-04-23,low_testing,True
1535,PSE,877a128da6a13a050a0d,2023-11-06,2023-11-12,low_testing,True
1536,PSE,877a128da6a13a050a0d,2023-11-13,2023-11-19,low_testing,True
1537,PSE,877a128da6a13a050a0d,2023-11-20,2023-11-26,low_testing,True
1538,PSE,877a128da6a13a050a0d,2023-11-27,2023-12-03,low_testing,True
1539,PSE,877a128da6a13a050a0d,2023-12-04,2023-12-10,low_testing,True
1540,PSE,877a128da6a13a050a0d,2023-12-11,2023-12-17,low_testing,True
1541,PSE,877a128da6a13a050a0d,2023-12-18,2023-12-24,low_testing,True
1542,PSE,877a128da6a13a050a0d,2023-12-25,2023-12-31,low_testing,True
1543,PSE,877a128da6a13a050a0d,2024-01-01,2024-01-07,low_testing,True
1544,PSE,877a128da6a13a050a0d,2024-01-08,2024-01-14,low_testing,True
1545,PSE,877a128da6a13a050a0d,2024-01-15,2024-01-21,low_testing,True
1546,PSE,877a128da6a13a050a0d,2024-01-22,2024-01-28,low_testing,True
1547,PSE,877a128da6a13a050a0d,2024-01-29,2024-02-04,low_testing,True
1548,PSE,877a128da6a13a050a0d,2024-02-05,2024-02-11,low_testing,True
1549,PSE,877a128da6a13a050a0d,2024-02-12,2024-02-18,low_testing,True
1550,PSE,877a128da6a13a050a0d,2024-02-19,2024-02-25,low_testing,True
1551,PSE,877a128da6a13a050a0d,2024-02-26,2024-03-03,low_testing,True
1552,PSE,877a128da6a13a050a0d,2024-03-04,2024-03-10,low_testing,True
1553,PSE,877a128da6a13a050a0d,2024-03-11,2024-03-17,low_testing,True
1554,PSE,877a128da6a13a050a0d,2024-03-18,2024-03-24,low_testing,True
1555,PSE,877a128da6a13a050a0d,2024-03-25,2024-03-31,low_testing,True
1556,PSE,877a128da6a13a050a0d,2024-04-15,2024-04-21,low_testing,True
1557,PSE,877a128da6a13a050a0d,2024-11-25,2024-12-01,low_testing,True
1558,PSE,877a128da6a13a050a0d,2024-12-02,2024-12-08,low_testing,True
1559,PSE,877a128da6a13a050a0d,2024-12-09,2024-12-15,low_testing,True
1560,PSE,877a128da6a13a050a0d,2024-12-16,2024-12-22,low_testing,True
1561,PSE,877a128da6a13a050a0d,2024-12-23,2024-12-29,low_testing,True
1562,PSE,877a128da6a13a050a0d,2025-03-03,2025-03-09,low_testing,True
1563,PSE,877a128da6a13a050a0d,2025-03-10,2025-03-16,low_testing,True
1564,PSE,877a128da6a13a050a0d,2025-03-17,2025-03-23,low_testing,True
1565,PSE,877a128da6a13a050a0d,2025-03-31,2025-04-06,low_testing,True
1566,PSE,877a128da6a13a050a0d,2025-04-07,2025-04-13,low_testing,True
1567,PSE,877a128da6a13a050a0d,2025-04-21,2025-04-27,low_testing,True
1568,PSE,877a128da6a13a050a0d,2025-05-12,2025-05-18,low_testing,True
1569,PSE,877a128da6a13a050a0d,2025-05-26,2025-06-01,low_testing,True
1570,PSE,877a128da6a13a050a0d,2025-06-09,2025-06-15,low_testing,True
1571,PSE,877a128da6a13a050a0d,2025-09-22,2025-09-28,low_testing,True
1572,PSE,877a128da6a13a050a0d,2025-10-06,2025-10-12,low_testing,True
1573,PSE,877a128da6a13a050a0d,2025-10-20,2025-10-26,low_testing,True
1574,PSE,877a128da6a13a050a0d,2025-10-27,2025-11-02,low_testing,True
1575,PSE,877a128da6a13a050a0d,2025-12-08,2025-12-14,low_testing,True
1576,PSE,877a128da6a13a050a0d,2025-12-15,2025-12-21,low_testing,True
1577,PSE,877a128da6a13a050a0d,2025-12-22,2025-12-28,low_testing,True
1578,PSE,877a128da6a13a050a0d,2026-02-16,2026-02-22,low_testing,True
1579,PSE,877a128da6a13a050a0d,2026-03-09,2026-03-15,low_testing,True
1580,PSE,877a128da6a13a050a0d,2026-03-16,2026-03-22,low_testing,True
1581,SDN,,2009-11-09,2009-11-15,excluded_non_sentinel,True
1582,SDN,,2009-11-16,2009-11-22,excluded_non_sentinel,True
1583,SDN,,2009-12-07,2009-12-13,excluded_non_sentinel,True
1584,SOM,4a810eafe55810a912e3,2021-08-30,2021-09-05,low_testing,True
1585,SOM,4a810eafe55810a912e3,2021-09-06,2021-09-12,low_testing,True
1586,SOM,4a810eafe55810a912e3,2021-09-13,2021-09-19,low_testing,True
1587,SOM,4a810eafe55810a912e3,2021-09-20,2021-09-26,low_testing,True
1588,SOM,4a810eafe55810a912e3,2021-09-27,2021-10-03,low_testing,True
1589,SOM,4a810eafe55810a912e3,2021-11-01,2021-11-07,low_testing,True
1590,SOM,4a810eafe55810a912e3,2021-11-22,2021-11-28,low_testing,True
1591,SOM,4a810eafe55810a912e3,2022-04-18,2022-04-24,low_testing,True
1592,SOM,4a810eafe55810a912e3,2022-04-25,2022-05-01,low_testing,True
1593,SOM,4a810eafe55810a912e3,2022-07-25,2022-07-31,low_testing,True
1594,SOM,4a810eafe55810a912e3,2022-08-01,2022-08-07,low_testing,True
1595,SOM,4a810eafe55810a912e3,2022-08-08,2022-08-14,low_testing,True
1596,SOM,4a810eafe55810a912e3,2022-08-15,2022-08-21,eligible,True
1597,SOM,4a810eafe55810a912e3,2022-08-22,2022-08-28,eligible,True
1598,SOM,4a810eafe55810a912e3,2022-08-29,2022-09-04,eligible,True
1599,SOM,4a810eafe55810a912e3,2022-09-05,2022-09-11,eligible,True
1600,SOM,4a810eafe55810a912e3,2022-09-12,2022-09-18,eligible,True
1601,SOM,4a810eafe55810a912e3,2022-09-19,2022-09-25,low_testing,True
1602,SOM,4a810eafe55810a912e3,2022-09-26,2022-10-02,low_testing,True
1603,SOM,4a810eafe55810a912e3,2022-10-03,2022-10-09,low_testing,True
1604,SOM,4a810eafe55810a912e3,2022-10-24,2022-10-30,low_testing,True
1605,SOM,4a810eafe55810a912e3,2022-10-31,2022-11-06,low_testing,True
1606,SOM,4a810eafe55810a912e3,2022-11-07,2022-11-13,low_testing,True
1607,SOM,4a810eafe55810a912e3,2022-11-14,2022-11-20,low_testing,True
1608,SOM,4a810eafe55810a912e3,2022-11-21,2022-11-27,low_testing,True
1609,SOM,4a810eafe55810a912e3,2022-11-28,2022-12-04,low_testing,True
1610,SOM,4a810eafe55810a912e3,2022-12-05,2022-12-11,low_testing,True
1611,SOM,4a810eafe55810a912e3,2022-12-19,2022-12-25,low_testing,True
1612,SOM,4a810eafe55810a912e3,2023-01-09,2023-01-15,low_testing,True
1613,SOM,4a810eafe55810a912e3,2023-01-16,2023-01-22,low_testing,True
1614,SOM,4a810eafe55810a912e3,2023-01-23,2023-01-29,low_testing,True
1615,SOM,4a810eafe55810a912e3,2023-02-06,2023-02-12,low_testing,True
1616,SOM,4a810eafe55810a912e3,2023-02-20,2023-02-26,low_testing,True
1617,SOM,4a810eafe55810a912e3,2023-02-27,2023-03-05,low_testing,True
1618,SOM,4a810eafe55810a912e3,2023-03-06,2023-03-12,low_testing,True
1619,SOM,4a810eafe55810a912e3,2023-03-13,2023-03-19,low_testing,True
1620,SOM,4a810eafe55810a912e3,2023-03-20,2023-03-26,low_testing,True
1621,SOM,4a810eafe55810a912e3,2023-03-27,2023-04-02,low_testing,True
1622,SOM,4a810eafe55810a912e3,2023-04-03,2023-04-09,low_testing,True
1623,SOM,4a810eafe55810a912e3,2023-04-10,2023-04-16,low_testing,True
1624,SOM,4a810eafe55810a912e3,2023-04-17,2023-04-23,low_testing,True
1625,SOM,4a810eafe55810a912e3,2023-04-24,2023-04-30,low_testing,True
1626,SOM,4a810eafe55810a912e3,2023-05-01,2023-05-07,low_testing,True
1627,SOM,4a810eafe55810a912e3,2023-05-08,2023-05-14,low_testing,True
1628,SOM,4a810eafe55810a912e3,2023-05-15,2023-05-21,low_testing,True
1629,SOM,4a810eafe55810a912e3,2023-05-22,2023-05-28,low_testing,True
1630,SOM,4a810eafe55810a912e3,2023-05-29,2023-06-04,eligible,True
1631,SOM,4a810eafe55810a912e3,2023-06-05,2023-06-11,eligible,True
1632,SOM,4a810eafe55810a912e3,2023-06-12,2023-06-18,eligible,True
1633,SOM,4a810eafe55810a912e3,2023-06-19,2023-06-25,low_testing,True
1634,SOM,4a810eafe55810a912e3,2023-06-26,2023-07-02,low_testing,True
1635,SOM,4a810eafe55810a912e3,2023-07-03,2023-07-09,low_testing,True
1636,SOM,4a810eafe55810a912e3,2023-07-10,2023-07-16,low_testing,True
1637,SOM,4a810eafe55810a912e3,2023-07-31,2023-08-06,low_testing,True
1638,SOM,4a810eafe55810a912e3,2023-08-28,2023-09-03,low_testing,True
1639,SOM,4a810eafe55810a912e3,2023-09-04,2023-09-10,low_testing,True
1640,SOM,4a810eafe55810a912e3,2023-09-11,2023-09-17,low_testing,True
1641,SOM,4a810eafe55810a912e3,2023-09-18,2023-09-24,low_testing,True
1642,SOM,4a810eafe55810a912e3,2023-09-25,2023-10-01,low_testing,True
1643,SOM,4a810eafe55810a912e3,2023-10-02,2023-10-08,low_testing,True
1644,SOM,4a810eafe55810a912e3,2023-10-09,2023-10-15,low_testing,True
1645,SOM,4a810eafe55810a912e3,2023-10-16,2023-10-22,low_testing,True
1646,SOM,4a810eafe55810a912e3,2023-10-23,2023-10-29,low_testing,True
1647,SOM,4a810eafe55810a912e3,2023-10-30,2023-11-05,low_testing,True
1648,SOM,4a810eafe55810a912e3,2023-11-06,2023-11-12,low_testing,True
1649,SOM,4a810eafe55810a912e3,2023-11-13,2023-11-19,eligible,True
1650,SOM,4a810eafe55810a912e3,2023-11-20,2023-11-26,low_testing,True
1651,SOM,4a810eafe55810a912e3,2023-11-27,2023-12-03,low_testing,True
1652,SOM,4a810eafe55810a912e3,2023-12-04,2023-12-10,low_testing,True
1653,SOM,4a810eafe55810a912e3,2023-12-11,2023-12-17,low_testing,True
1654,SOM,4a810eafe55810a912e3,2023-12-18,2023-12-24,low_testing,True
1655,SOM,4a810eafe55810a912e3,2024-01-01,2024-01-07,low_testing,True
1656,SOM,4a810eafe55810a912e3,2024-01-15,2024-01-21,low_testing,True
1657,SOM,4a810eafe55810a912e3,2024-01-29,2024-02-04,low_testing,True
1658,SOM,4a810eafe55810a912e3,2024-02-12,2024-02-18,low_testing,True
1659,SOM,4a810eafe55810a912e3,2024-02-26,2024-03-03,eligible,True
1660,SOM,4a810eafe55810a912e3,2024-04-15,2024-04-21,eligible,True
1661,SOM,4a810eafe55810a912e3,2024-04-22,2024-04-28,eligible,True
1662,SOM,4a810eafe55810a912e3,2024-04-29,2024-05-05,eligible,True
1663,SOM,4a810eafe55810a912e3,2024-05-06,2024-05-12,low_testing,True
1664,SOM,4a810eafe55810a912e3,2024-05-13,2024-05-19,eligible,True
1665,SOM,4a810eafe55810a912e3,2024-05-20,2024-05-26,low_testing,True
1666,SOM,4a810eafe55810a912e3,2024-05-27,2024-06-02,low_testing,True
1667,SOM,4a810eafe55810a912e3,2024-06-03,2024-06-09,low_testing,True
1668,SOM,4a810eafe55810a912e3,2024-08-05,2024-08-11,low_testing,True
1669,SOM,4a810eafe55810a912e3,2024-08-12,2024-08-18,low_testing,True
1670,SOM,4a810eafe55810a912e3,2024-08-19,2024-08-25,low_testing,True
1671,SOM,4a810eafe55810a912e3,2024-08-26,2024-09-01,low_testing,True
1672,SOM,4a810eafe55810a912e3,2024-09-02,2024-09-08,low_testing,True
1673,SOM,4a810eafe55810a912e3,2024-09-23,2024-09-29,low_testing,True
1674,SOM,4a810eafe55810a912e3,2024-09-30,2024-10-06,low_testing,True
1675,SOM,4a810eafe55810a912e3,2024-10-07,2024-10-13,low_testing,True
1676,SOM,4a810eafe55810a912e3,2024-10-14,2024-10-20,low_testing,True
1677,SOM,4a810eafe55810a912e3,2024-11-04,2024-11-10,low_testing,True
1678,SOM,4a810eafe55810a912e3,2024-12-30,2025-01-05,low_testing,True
1679,SOM,4a810eafe55810a912e3,2025-01-06,2025-01-12,low_testing,True
1680,SOM,4a810eafe55810a912e3,2025-01-13,2025-01-19,low_testing,True
1681,SOM,4a810eafe55810a912e3,2025-02-03,2025-02-09,low_testing,True
1682,SOM,4a810eafe55810a912e3,2025-02-10,2025-02-16,low_testing,True
1683,SOM,4a810eafe55810a912e3,2025-02-24,2025-03-02,low_testing,True
1684,SOM,4a810eafe55810a912e3,2025-03-10,2025-03-16,low_testing,True
1685,SOM,4a810eafe55810a912e3,2025-03-31,2025-04-06,low_testing,True
1686,SOM,4a810eafe55810a912e3,2025-04-07,2025-04-13,low_testing,True
1687,SOM,4a810eafe55810a912e3,2025-04-14,2025-04-20,low_testing,True
1688,SOM,4a810eafe55810a912e3,2025-06-16,2025-06-22,low_testing,True
1689,SOM,4a810eafe55810a912e3,2025-10-13,2025-10-19,low_testing,True
1690,SOM,4a810eafe55810a912e3,2025-10-20,2025-10-26,low_testing,True
1691,SOM,4a810eafe55810a912e3,2025-10-27,2025-11-02,low_testing,True
1692,SOM,4a810eafe55810a912e3,2025-11-03,2025-11-09,low_testing,True
1693,SOM,4a810eafe55810a912e3,2025-11-10,2025-11-16,low_testing,True
1694,SOM,4a810eafe55810a912e3,2025-11-17,2025-11-23,low_testing,True
1695,SOM,4a810eafe55810a912e3,2025-11-24,2025-11-30,low_testing,True
1696,SOM,4a810eafe55810a912e3,2025-12-01,2025-12-07,low_testing,True
1697,SOM,4a810eafe55810a912e3,2025-12-08,2025-12-14,low_testing,True
1698,SOM,4a810eafe55810a912e3,2025-12-15,2025-12-21,low_testing,True
1699,SOM,4a810eafe55810a912e3,2025-12-22,2025-12-28,low_testing,True
1700,SOM,4a810eafe55810a912e3,2026-03-02,2026-03-08,low_testing,True
1701,SOM,4a810eafe55810a912e3,2026-03-23,2026-03-29,low_testing,True
1702,SOM,4a810eafe55810a912e3,2026-03-30,2026-04-05,low_testing,True
1703,SOM,4a810eafe55810a912e3,2026-04-06,2026-04-12,low_testing,True
1704,SOM,4a810eafe55810a912e3,2026-04-20,2026-04-26,low_testing,True
1705,SOM,4a810eafe55810a912e3,2026-04-27,2026-05-03,low_testing,True
1706,SOM,4a810eafe55810a912e3,2026-05-25,2026-05-31,low_testing,True
1707,SOM,4a810eafe55810a912e3,2026-06-01,2026-06-07,low_testing,True
1708,SOM,4a810eafe55810a912e3,2026-06-08,2026-06-14,low_testing,True
1709,SOM,4a810eafe55810a912e3,2026-06-29,2026-07-05,low_testing,True
1710,SOM,4a810eafe55810a912e3,2026-07-06,2026-07-12,low_testing,True
1711,SOM,4a810eafe55810a912e3,2026-07-13,2026-07-19,low_testing,True
1712,SOM,4a810eafe55810a912e3,2026-07-27,2026-08-02,low_testing,True
1713,UKR,,2006-10-02,2006-10-08,excluded_non_sentinel,True
1714,UKR,,2006-11-20,2006-11-26,excluded_non_sentinel,True
1715,UKR,,2006-11-27,2006-12-03,excluded_non_sentinel,True
1716,UKR,,2006-12-04,2006-12-10,excluded_non_sentinel,True
1717,UKR,,2006-12-11,2006-12-17,excluded_non_sentinel,True
1718,UKR,,2006-12-18,2006-12-24,excluded_non_sentinel,True
1719,UKR,,2006-12-25,2006-12-31,excluded_non_sentinel,True
1720,UKR,,2007-01-15,2007-01-21,excluded_non_sentinel,True
1721,UKR,,2007-01-22,2007-01-28,excluded_non_sentinel,True
1722,UKR,,2007-02-12,2007-02-18,excluded_non_sentinel,True
1723,UKR,,2007-03-05,2007-03-11,excluded_non_sentinel,True
1724,UKR,,2007-03-19,2007-03-25,excluded_non_sentinel,True
1725,UKR,,2007-03-26,2007-04-01,excluded_non_sentinel,True
1726,UKR,,2007-04-02,2007-04-08,excluded_non_sentinel,True
1727,UKR,,2007-04-09,2007-04-15,excluded_non_sentinel,True
1728,UKR,,2007-04-16,2007-04-22,excluded_non_sentinel,True
1729,UKR,,2007-04-23,2007-04-29,excluded_non_sentinel,True
1730,UKR,,2007-05-07,2007-05-13,excluded_non_sentinel,True
1731,UKR,,2007-05-14,2007-05-20,excluded_non_sentinel,True
1732,UKR,,2007-10-08,2007-10-14,excluded_non_sentinel,True
1733,UKR,,2007-10-29,2007-11-04,excluded_non_sentinel,True
1734,UKR,,2007-11-26,2007-12-02,excluded_non_sentinel,True
1735,UKR,,2007-12-10,2007-12-16,excluded_non_sentinel,True
1736,UKR,,2007-12-17,2007-12-23,excluded_non_sentinel,True
1737,UKR,,2007-12-24,2007-12-30,excluded_non_sentinel,True
1738,UKR,,2008-01-07,2008-01-13,excluded_non_sentinel,True
1739,UKR,,2008-01-14,2008-01-20,excluded_non_sentinel,True
1740,UKR,,2008-01-21,2008-01-27,excluded_non_sentinel,True
1741,UKR,,2008-01-28,2008-02-03,excluded_non_sentinel,True
1742,UKR,,2008-02-25,2008-03-02,excluded_non_sentinel,True
1743,UKR,,2008-03-17,2008-03-23,excluded_non_sentinel,True
1744,UKR,,2008-03-24,2008-03-30,excluded_non_sentinel,True
1745,UKR,,2008-03-31,2008-04-06,excluded_non_sentinel,True
1746,UKR,,2008-04-07,2008-04-13,excluded_non_sentinel,True
1747,UKR,,2008-04-14,2008-04-20,excluded_non_sentinel,True
1748,UKR,,2008-09-29,2008-10-05,excluded_non_sentinel,True
1749,UKR,,2008-10-06,2008-10-12,excluded_non_sentinel,True
1750,UKR,,2008-10-13,2008-10-19,excluded_non_sentinel,True
1751,UKR,,2008-10-20,2008-10-26,excluded_non_sentinel,True
1752,UKR,,2008-10-27,2008-11-02,excluded_non_sentinel,True
1753,UKR,,2008-11-03,2008-11-09,excluded_non_sentinel,True
1754,UKR,,2008-11-10,2008-11-16,excluded_non_sentinel,True
1755,UKR,,2008-11-17,2008-11-23,excluded_non_sentinel,True
1756,UKR,,2008-11-24,2008-11-30,excluded_non_sentinel,True
1757,UKR,,2008-12-01,2008-12-07,excluded_non_sentinel,True
1758,UKR,,2008-12-08,2008-12-14,excluded_non_sentinel,True
1759,UKR,,2008-12-15,2008-12-21,excluded_non_sentinel,True
